title,price,date,location_site,category_site,area,post_type,room_count,parking,mortgage,rent,elevator,age
فروش خانه ویلایی 200متری,10000000000.0,2023-08-12 09:46:17,khuzestan,houses-apartments-for-sale,180,,2.0,,,,,
پیش فروش آپارتمان سعدی شیراز شرقی,2000000000.0,2023-08-12 09:46:17,khuzestan,houses-apartments-for-sale,106,آپارتمان,2.0,True,,,True,
فروش منزل ویلایی و تجاری,40000000000.0,2023-08-12 09:46:17,khuzestan,houses-apartments-for-sale,200,,3.0,,,,,
آپارتمان 63متری,900000000.0,2023-08-12 09:46:17,khuzestan,houses-apartments-for-sale,63,آپارتمان,1.0,True,,,,14.0
فروش آپارتمان 250 متر در شهرک رزمندگان اهواز,6250000000.0,2023-08-12 09:46:17,khuzestan,houses-apartments-for-sale,250,آپارتمان,4.0,True,,,True,
اجاره اپارتمان دو خوابه 100 متری,,2023-08-12 09:46:17,isfahan-province,house-apartment-for-rent,100,آپارتمان,2.0,,200000000.0,۲۰۰۰۰۰۰۰۰ ,,7.0
اجاره منزل,,2023-08-12 09:46:17,isfahan-province,house-apartment-for-rent,60,خانه,1.0,,15000000.0,۱۵۰۰۰۰۰۰ ,,12.0
آپارتمان 85 متری در مسکن مهر سربندر,500000000.0,2023-08-12 09:46:18,khuzestan,houses-apartments-for-sale,85,آپارتمان,2.0,True,,,,6.0
فروش و معاوضه با اپارتمان,5850000000.0,2023-08-12 09:46:18,khuzestan,houses-apartments-for-sale,200,خانه و کلنگی,3.0,True,,,,
اجاره سوئیت برای دو نفر آقا حدود 50 سال,,2023-08-12 09:46:18,isfahan-province,house-apartment-for-rent,35,خانه,0.0,True,20000000.0,۲۰۰۰۰۰۰۰ ,,
منزل ویلای 90متری,,2023-08-12 09:46:18,isfahan-province,house-apartment-for-rent,90,ویلا,1.0,,200000000.0,۲۰۰۰۰۰۰۰۰ ,,2.0
اجاره منزل ویلایی,,2023-08-12 09:46:18,isfahan-province,house-apartment-for-rent,250,خانه,2.0,,100000000.0,۱۰۰۰۰۰۰۰۰ ,,3.0
اجاره آپارتمان صفر خوشجا با ویو,,2023-08-12 09:46:18,isfahan-province,house-apartment-for-rent,110,آپارتمان,2.0,True,450000000.0,۴۵۰۰۰۰۰۰۰ ,True,
شهرک کشوری دو خواب صفر رهن و اجاره,,2023-08-12 09:46:18,isfahan-province,house-apartment-for-rent,105,آپارتمان,2.0,True,200000000.0,۲۰۰۰۰۰۰۰۰ ,True,
فروش آپارتمان 120 متر در شهرک رزمندگان اهواز,450000000.0,2023-08-12 09:46:18,khuzestan,houses-apartments-for-sale,120,آپارتمان,3.0,True,,,True,
سوییت واقع در ویلا,,2023-08-12 09:46:18,isfahan-province,house-apartment-for-rent,40,ویلا,0.0,True,8000000.0,۸۰۰۰۰۰۰ ,,17.0
رهن کامل آپارتمان 75 متری,,2023-08-12 09:46:18,isfahan-province,house-apartment-for-rent,75,آپارتمان,1.0,True,200000000.0,۲۰۰۰۰۰۰۰۰ ,,22.0
اجاره ورهن140متر,,2023-08-12 09:46:18,isfahan-province,house-apartment-for-rent,140,خانه,1.0,,100000000.0,۱۰۰۰۰۰۰۰۰ ,,12.0
110 متر اپارتمان جنوبی پروین دشتستان,,2023-08-12 09:46:18,isfahan-province,house-apartment-for-rent,110,آپارتمان,1.0,True,350000000.0,۳۵۰۰۰۰۰۰۰ ,,12.0
آپارتمان تفکیکی طبقه اول دو خوابه بهارستان فاز دو,,2023-08-12 09:46:18,isfahan-province,house-apartment-for-rent,81,آپارتمان,2.0,True,50000000.0,۵۰۰۰۰۰۰۰ ,,8.0
اجاره انباری,,2023-08-12 09:46:18,isfahan-province,house-apartment-for-rent,25,خانه,0.0,,10000000.0,۱۰۰۰۰۰۰۰ ,,27.0
منهای شصت طبقه اول,,2023-08-12 09:46:18,isfahan-province,house-apartment-for-rent,120,خانه,1.0,True,400000000.0,۴۰۰۰۰۰۰۰۰ ,,28.0
خانه طبقه اول از دو طبقه,,2023-08-12 09:46:18,isfahan-province,house-apartment-for-rent,110,خانه,2.0,True,150000000.0,۱۵۰۰۰۰۰۰۰ ,,10.0
اجاره آپارتمان 130 متر در چهارباغ بالا,,2023-08-12 09:46:18,isfahan-province,house-apartment-for-rent,130,آپارتمان,3.0,True,1200000000.0,۱۲۰۰۰۰۰۰۰۰ ,True,5.0
اجاره آپارتمان 135 متر در نظر,,2023-08-12 09:46:18,isfahan-province,house-apartment-for-rent,135,آپارتمان,2.0,True,1000000000.0,۱۰۰۰۰۰۰۰۰۰ ,True,12.0
اجاره آپارتمان 170 متر در باغ دریاچه,,2023-08-12 09:46:18,isfahan-province,house-apartment-for-rent,170,آپارتمان,3.0,True,850000000.0,۸۵۰۰۰۰۰۰۰ ,True,14.0
اجاره آپارتمان 85 متر در شیخ صدوق شمالی,,2023-08-12 09:46:18,isfahan-province,house-apartment-for-rent,85,آپارتمان,1.0,True,450000000.0,۴۵۰۰۰۰۰۰۰ ,True,12.0
اجاره آپارتمان 480 متر در عباس آباد,,2023-08-12 09:46:18,isfahan-province,house-apartment-for-rent,480,آپارتمان,,True,1000000000.0,۱۰۰۰۰۰۰۰۰۰ ,,32.0
اجاره منزل مسکونی دربست درنهضت اباد 140متر,,2023-08-12 09:46:18,isfahan-province,house-apartment-for-rent,140,خانه,2.0,True,80000000.0,۸۰۰۰۰۰۰۰ ,,25.0
سرافرازان آپارتمان 95 متری دوخوابه باپارکینک,3260000000.0,2023-08-12 09:46:18,razavi-khorasan,houses-apartments-for-sale,95,آپارتمان,2.0,True,,,,14.0
منزل ویلایی 156 متری شیک و تمیز دربستی,,2023-08-12 09:46:18,isfahan-province,house-apartment-for-rent,156,خانه,2.0,True,500000000.0,۵۰۰۰۰۰۰۰۰ ,,10.0
خانه اپارتمان واحد ویلایی بلوارتوس,880000000.0,2023-08-12 09:46:18,razavi-khorasan,houses-apartments-for-sale,60,آپارتمان,1.0,,,,,7.0
آپارتمان 60متری حیاط دار دربست,755000000.0,2023-08-12 09:46:18,razavi-khorasan,houses-apartments-for-sale,60,آپارتمان,1.0,,,,,19.0
اجاره آپارتمان 170 متر در باغ دریاچه,,2023-08-12 09:46:18,isfahan-province,house-apartment-for-rent,170,آپارتمان,3.0,True,850000000.0,۸۵۰۰۰۰۰۰۰ ,True,14.0
آپارتمان 75متری دوخوابه,,2023-08-12 09:46:18,razavi-khorasan,houses-apartments-for-sale,75,آپارتمان,2.0,,,,,1.0
ویلایی 260 متر، 2 طبقه مجزا، شمالی,9500000000.0,2023-08-12 09:46:18,razavi-khorasan,houses-apartments-for-sale,228,خانه و کلنگی,3.0,True,,,,
فروش آپارتمان,,2023-08-12 09:46:18,razavi-khorasan,houses-apartments-for-sale,159,آپارتمان,3.0,True,,,,12.0
خانه تازه سازصفردوخواب 110 متر,585000000.0,2023-08-12 09:46:18,razavi-khorasan,houses-apartments-for-sale,110,,2.0,,,,,
اپارتمان 97 متری گوهردشت شهرک سپهر دو خواب,4170000000.0,2023-08-12 09:46:19,razavi-khorasan,houses-apartments-for-sale,97,آپارتمان,2.0,True,,,True,7.0
آپارتمان نقلی در یوسفیه,1150000000.0,2023-08-12 09:46:19,razavi-khorasan,houses-apartments-for-sale,65,آپارتمان,2.0,,,,,13.0
100 متری در لاهیجان,3900000000.0,2023-08-12 09:46:19,razavi-khorasan,houses-apartments-for-sale,100,آپارتمان,2.0,True,,,True,
55متر واحد مسکونی/سرمایه گذاری مطمعن/قابل معاوضه با ماشین,880000000.0,2023-08-12 09:46:19,razavi-khorasan,houses-apartments-for-sale,55,آپارتمان,1.0,,,,,18.0
آپارتمان لوکس ساحلی تنکابن,9800000000.0,2023-08-12 09:46:19,razavi-khorasan,houses-apartments-for-sale,140,آپارتمان,2.0,True,,,True,
فروش منزل ویلایی,1555000000.0,2023-08-12 09:46:19,razavi-khorasan,houses-apartments-for-sale,71,خانه و کلنگی,1.0,,,,,12.0
آپارتمان نوساز نزدیک مترو و BRT,1350000000.0,2023-08-12 09:46:19,razavi-khorasan,houses-apartments-for-sale,60,آپارتمان,1.0,,,,,2.0
خانه کلنگی,650000000.0,2023-08-12 09:46:19,razavi-khorasan,houses-apartments-for-sale,120,خانه و کلنگی,3.0,,,,,27.0
آپارتمان یک خوابه معاوضه ایی,850000000.0,2023-08-12 09:46:19,razavi-khorasan,houses-apartments-for-sale,60,آپارتمان,1.0,True,,,,12.0
فروش آپارتمان,1650000000.0,2023-08-12 09:46:19,razavi-khorasan,houses-apartments-for-sale,75,آپارتمان,2.0,True,,,,1.0
خانه ویلایی 130 متری دوخواب,3200000000.0,2023-08-12 09:46:19,razavi-khorasan,houses-apartments-for-sale,130,خانه و کلنگی,2.0,True,,,,
پیش فروش آپارتمان 100 متری سردو نبش ثنای,1950000000.0,2023-08-12 09:46:19,razavi-khorasan,houses-apartments-for-sale,100,آپارتمان,2.0,True,,,True,
خانه ویلایی 116 متر کلید اول صفر,1600000000.0,2023-08-12 09:46:19,razavi-khorasan,houses-apartments-for-sale,116,خانه و کلنگی,2.0,True,,,,
آپارتمان 75 متری فاز پنج جزئیات مطالعه شود,870000000.0,2023-08-12 09:46:19,razavi-khorasan,houses-apartments-for-sale,75,آپارتمان,2.0,True,,,,8.0
معاوضه ملکی در مشهد با منطقه یک تهران,,2023-08-12 09:46:19,razavi-khorasan,houses-apartments-for-sale,300,آپارتمان,4.0,True,,,True,1.0
معاوضه ملک یکجا در تهران با زمین در شمال,,2023-08-12 09:46:19,razavi-khorasan,houses-apartments-for-sale,110,آپارتمان,2.0,True,,,True,
آپارتمان نوسازدوخواب بلوارتوس90متر,895000000.0,2023-08-12 09:46:19,razavi-khorasan,houses-apartments-for-sale,90,آپارتمان,2.0,,,,,1.0
فروش آپارتمان یک خواب,770000000.0,2023-08-12 09:46:19,razavi-khorasan,houses-apartments-for-sale,68,آپارتمان,2.0,,,,True,10.0
پارس اباد اجیرلو شماره دوخیابان شهیدحاتمی,,2023-08-12 09:46:19,ardabil-province,house-apartment-for-rent,260,خانه,2.0,True,120000000.0,۱۲۰۰۰۰۰۰۰ ,,12.0
اجاره آپارتمان شیک درجعفریه بهترین موقعیت موارددیگری هم داری,,2023-08-12 09:46:19,ardabil-province,house-apartment-for-rent,125,آپارتمان,2.0,True,370000000.0,۳۷۰۰۰۰۰۰۰ ,True,4.0
آپارتمان 80 متر سه راه دانش,,2023-08-12 09:46:19,ardabil-province,house-apartment-for-rent,80,آپارتمان,2.0,True,250000000.0,۲۵۰۰۰۰۰۰۰ ,,9.0
اجاره آپارتمان 130متر,,2023-08-12 09:46:19,ardabil-province,house-apartment-for-rent,130,آپارتمان,2.0,True,150000000.0,۱۵۰۰۰۰۰۰۰ ,,17.0
نیازمندخانه اجاره ای هستم,,2023-08-12 09:46:19,ardabil-province,house-apartment-for-rent,80,خانه,2.0,True,80000000.0,۸۰۰۰۰۰۰۰ ,,12.0
تعدادی رهن و اجاره منزل مسکونی در املاک مسکن مغان,,2023-08-12 09:46:19,ardabil-province,house-apartment-for-rent,150,آپارتمان,2.0,,50000000.0,۵۰۰۰۰۰۰۰ ,,2.0
اجاره 140 متری دو خواب,,2023-08-12 09:46:19,ardabil-province,house-apartment-for-rent,140,ویلا,2.0,True,120000000.0,۱۲۰۰۰۰۰۰۰ ,,7.0
رهن و اجاره,,2023-08-12 09:46:19,ardabil-province,house-apartment-for-rent,100,آپارتمان,1.0,,80000000.0,۸۰۰۰۰۰۰۰ ,,2.0
خانه دو خوابه در شهرک ولیعصر‌ اجاره‌ داده میشود,,2023-08-12 09:46:19,ardabil-province,house-apartment-for-rent,80,خانه,2.0,,60000000.0,۶۰۰۰۰۰۰۰ ,,19.0
اجاره ی 70 متری تک خواب,,2023-08-12 09:46:19,ardabil-province,house-apartment-for-rent,70,ویلا,1.0,True,50000000.0,۵۰۰۰۰۰۰۰ ,,7.0
خانه همکف دوخوابه120متر,,2023-08-12 09:46:19,ardabil-province,house-apartment-for-rent,120,آپارتمان,2.0,,150000000.0,۱۵۰۰۰۰۰۰۰ ,,6.0
منزل مسکونی دوخوابه درکمپ مغان,,2023-08-12 09:46:19,ardabil-province,house-apartment-for-rent,160,آپارتمان,2.0,,200000000.0,۲۰۰۰۰۰۰۰۰ ,,7.0
اجاره آپارتمان 55متری در کارشناسان میدان وصال,,2023-08-12 09:46:20,ardabil-province,house-apartment-for-rent,55,آپارتمان,1.0,,80000000.0,۸۰۰۰۰۰۰۰ ,,16.0
خانه درمرکز شهر 160 متر,,2023-08-12 09:46:20,ardabil-province,house-apartment-for-rent,160,ویلا,2.0,,100000000.0,۱۰۰۰۰۰۰۰۰ ,,
اجاره آپارتمان 65متری در کارشناسان میدان شفا,,2023-08-12 09:46:20,ardabil-province,house-apartment-for-rent,65,آپارتمان,1.0,True,130000000.0,۱۳۰۰۰۰۰۰۰ ,,16.0
اجاره 90متر خانه ویلایی در اندبیل,,2023-08-12 09:46:20,ardabil-province,house-apartment-for-rent,90,خانه,2.0,,,,,5.0
خواستار اجاره خانه,,2023-08-12 09:46:20,ardabil-province,house-apartment-for-rent,75,آپارتمان,2.0,True,110000000.0,۱۱۰۰۰۰۰۰۰ ,True,16.0
رهن واجاره منزل مسکونی 130 متری,,2023-08-12 09:46:20,ardabil-province,house-apartment-for-rent,130,خانه,2.0,,50000000.0,۵۰۰۰۰۰۰۰ ,,5.0
دنبال اجاره خانه,,2023-08-12 09:46:20,ardabil-province,house-apartment-for-rent,80,آپارتمان,2.0,,30000000.0,۳۰۰۰۰۰۰۰ ,,8.0
مسگن مهر فاز و طبقه دو A9,,2023-08-12 09:46:20,ardabil-province,house-apartment-for-rent,75,آپارتمان,2.0,True,30000000.0,۳۰۰۰۰۰۰۰ ,True,7.0
رهن واجاره یک باب منزل مسکونی همکف,,2023-08-12 09:46:20,ardabil-province,house-apartment-for-rent,130,آپارتمان,2.0,,50000000.0,۵۰۰۰۰۰۰۰ ,,5.0
126متر__3خواب__برج بزرگ گلفام,4750000000.0,2023-08-12 09:46:20,alborz,houses-apartments-for-sale,126,آپارتمان,3.0,True,,,True,2.0
111 متر اپارتمان در قریـشی شمالی مجتمع زیبای مانلی,3550000000.0,2023-08-12 09:46:20,alborz,houses-apartments-for-sale,111,آپارتمان,2.0,True,,,True,5.0
146 متر آپارتمان کلیدنخورده فردیس,,2023-08-12 09:46:20,alborz,houses-apartments-for-sale,146,آپارتمان,3.0,True,,,True,1.0
اپارتمان 80 متری در روبروی دیوار دهکده,2800000000.0,2023-08-12 09:46:20,alborz,houses-apartments-for-sale,80,آپارتمان,2.0,True,,,True,1.0
فروش آپارتمان 135 متر در فردیس,3800000000.0,2023-08-12 09:46:20,alborz,houses-apartments-for-sale,135,آپارتمان,3.0,True,,,True,4.0
113 متر اپارتمان در قریـــــــــشی شمالی,3400000000.0,2023-08-12 09:46:20,alborz,houses-apartments-for-sale,113,آپارتمان,2.0,True,,,True,
64 متر اپارتمان در خ 27 بلوار امام رضا,1900000000.0,2023-08-12 09:46:20,alborz,houses-apartments-for-sale,64,آپارتمان,2.0,True,,,,12.0
اپارتمان 67متری,1600000000.0,2023-08-12 09:46:20,alborz,houses-apartments-for-sale,67,آپارتمان,2.0,True,,,,17.0
فروش آپارتمان 69 متر در فردیس,1700000000.0,2023-08-12 09:46:20,alborz,houses-apartments-for-sale,69,آپارتمان,2.0,True,,,,17.0
176 متر ویلایی دو طبقه در فردیس,5500000000.0,2023-08-12 09:46:20,alborz,houses-apartments-for-sale,176,خانه و کلنگی,2.0,True,,,,12.0
آپارتمان 106 متری شهرک نگین,3200000000.0,2023-08-12 09:46:20,alborz,houses-apartments-for-sale,106,آپارتمان,3.0,True,,,True,6.0
خانه باغ ویلایی,,2023-08-12 09:46:20,alborz,houses-apartments-for-sale,700,خانه و کلنگی,3.0,True,,,,
اپارتمان 113 متر سالاریه,6328000000.0,2023-08-12 09:46:20,alborz,houses-apartments-for-sale,113,آپارتمان,2.0,True,,,True,20.0
فروش آپارتمان 92 متر در فردیس,2800000000.0,2023-08-12 09:46:20,alborz,houses-apartments-for-sale,92,آپارتمان,2.0,True,,,,17.0
345متر بنا ویلایی در سه طبقه مستقل,25800000000.0,2023-08-12 09:46:20,alborz,houses-apartments-for-sale,200,خانه و کلنگی,,True,,,,31.0
اپارتمان57متری شبسترکافی الملک...,800000000.0,2023-08-12 09:46:20,alborz,houses-apartments-for-sale,57,آپارتمان,1.0,,,,True,8.0
78 مـــــــتر اپارتـــمان در انتهای خیام غربی,2400000000.0,2023-08-12 09:46:20,alborz,houses-apartments-for-sale,78,آپارتمان,2.0,True,,,,10.0
90 مـــــــتر اپارتـــمان در 12 متری امید خ فضا,2800000000.0,2023-08-12 09:46:21,alborz,houses-apartments-for-sale,90,آپارتمان,2.0,True,,,,10.0
فروش آپارتمان 90 متر در فردیس کنگرانی,2650000000.0,2023-08-12 09:46:21,alborz,houses-apartments-for-sale,90,آپارتمان,2.0,True,,,True,9.0
فروش آپارتمان 89 متر در فردیس,2650000000.0,2023-08-12 09:46:21,alborz,houses-apartments-for-sale,89,آپارتمان,2.0,True,,,True,12.0
فروش آپارتمان 56 متر در فردیس,1550000000.0,2023-08-12 09:46:21,alborz,houses-apartments-for-sale,56,آپارتمان,2.0,True,,,,18.0
112 متر اپارتمان در قریشی شمالی,3400000000.0,2023-08-12 09:46:21,alborz,houses-apartments-for-sale,112,آپارتمان,2.0,True,,,True,
90 مـــــــتر اپارتـــمان در محدوده تندرستی,3240000000.0,2023-08-12 09:46:21,alborz,houses-apartments-for-sale,90,آپارتمان,2.0,True,,,True,
110متر آپارتمان شاهین ویلا,,2023-08-12 09:46:21,alborz,houses-apartments-for-sale,77,آپارتمان,2.0,True,,,True,1.0
فروش آپارتمان 110 متر در فردیس,2500000000.0,2023-08-12 09:46:21,alborz,houses-apartments-for-sale,110,آپارتمان,2.0,True,,,True,1.0
فروش آپارتمان 130 متر در فردیس,2650000000.0,2023-08-12 09:46:21,alborz,houses-apartments-for-sale,130,آپارتمان,2.0,True,,,True,8.0
فروش آپارتمان 50 متر در 12متری بهاره,760000000.0,2023-08-12 09:46:21,alborz,houses-apartments-for-sale,50,آپارتمان,1.0,,,,,12.0
فروش آپارتمان 125 متر در گلشهر,5875000000.0,2023-08-12 09:46:21,alborz,houses-apartments-for-sale,124,آپارتمان,2.0,True,,,True,6.0
فروش آپارتمان 100 متر در شهر جدید هشتگرد,2350000000.0,2023-08-12 09:46:21,alborz,houses-apartments-for-sale,100,آپارتمان,2.0,True,,,True,15.0
فروش آپارتمان 110 متر در گوهردشت - فاز 2,,2023-08-12 09:46:21,alborz,houses-apartments-for-sale,110,آپارتمان,2.0,True,,,True,
خانه اجاره ای میخواهم,,2023-08-12 09:46:21,east-azerbaijan,house-apartment-for-rent,100,خانه,2.0,,,,,12.0
فروش آپارتمان 131 متر در شهر جدید هشتگرد,2400000000.0,2023-08-12 09:46:21,alborz,houses-apartments-for-sale,131,آپارتمان,3.0,True,,,True,22.0
