title,price,date,location_site,category_site,area,post_type,room_count,parking,mortgage,rent,elevator,warehouse,age
45 متر / سند تک برگ / رو به نما و نورگیر آکواریوم,1650000000.0,2023-08-18 08:53:01,tehran-province,houses-apartments-for-sale,45.0,آپارتمان,1.0,True,,,,True,12.0
فروش آپارتمان 46 متر در جیحون,3100000000.0,2023-08-18 08:53:01,tehran-province,houses-apartments-for-sale,46.0,آپارتمان,1.0,True,,,True,True,10.0
فروش آپارتمان 47 متر در سلسبیل,3200000000.0,2023-08-18 08:53:01,tehran-province,houses-apartments-for-sale,47.0,آپارتمان,1.0,,,,,True,21.0
62متر/دوخواب/وام دار/فاز یک اندیشه,1700000000.0,2023-08-18 08:53:01,tehran-province,houses-apartments-for-sale,62.0,آپارتمان,2.0,True,,,,True,7.0
برج الماس 65 متر/تک خواب/اردستانی/دریاچه,1616000000.0,2023-08-18 08:53:02,tehran-province,houses-apartments-for-sale,65.0,آپارتمان,1.0,True,,,True,True,
واحد فول امکانات بر شوراسنتر,7900000000.0,2023-08-18 08:53:02,ardabil-province,houses-apartments-for-sale,210.0,آپارتمان,3.0,True,,,True,True,
فروش آپارتمان 123 متر در باغ غدیر,6700000000.0,2023-08-18 08:53:02,isfahan-province,houses-apartments-for-sale,123.0,آپارتمان,3.0,True,,,True,True,15.0
فروش آپارتمان 95 متر در فردیس,2850000000.0,2023-08-18 08:53:02,alborz,houses-apartments-for-sale,95.0,آپارتمان,2.0,True,,,,True,10.0
خونه ویلایی، باغچه,2600000000.0,2023-08-18 08:53:02,ilam-province,houses-apartments-for-sale,330.0,,2.0,,,,,,
109متر،روبه نما،فلکه سوم،کلیدنخورده,5250000000.0,2023-08-18 08:53:02,alborz,houses-apartments-for-sale,109.0,آپارتمان,2.0,True,,,True,True,1.0
فروش منزل مسکونی,2900000000.0,2023-08-18 08:53:02,ilam-province,houses-apartments-for-sale,252.0,خانه و کلنگی,2.0,True,,,,True,18.0
فروش اپارتمان فوری,800000000.0,2023-08-18 08:53:02,ilam-province,houses-apartments-for-sale,98.0,آپارتمان,2.0,True,,,True,True,
فروش منزل مسکونی مهران,1100000000.0,2023-08-18 08:53:02,ilam-province,houses-apartments-for-sale,160.0,خانه و کلنگی,2.0,,,,,,12.0
آپارتمان 100متری میران دانش,1400000000.0,2023-08-18 08:53:02,ilam-province,houses-apartments-for-sale,100.0,آپارتمان,2.0,True,,,,True,10.0
واحد 100 متری اجاره ای واقع در خیابان سیدجمالدین,,2023-08-18 08:53:02,east-azerbaijan,house-apartment-for-rent,100.0,آپارتمان,2.0,True,80000000.0,4000000.0,,True,10.0
خواهآن خانه اجاره ای در اندیشه,,2023-08-18 08:53:03,east-azerbaijan,house-apartment-for-rent,90.0,آپارتمان,2.0,,50000000.0,3000000.0,,,7.0
اجاره فوری اپارتمان تک واحده طبقه دوم,,2023-08-18 08:53:03,east-azerbaijan,house-apartment-for-rent,105.0,آپارتمان,2.0,,200000000.0,1100000.0,,True,12.0
اجاره خانه 180 متر در مراغه. حیاط دربست فاز2 گلستان,,2023-08-18 08:53:03,east-azerbaijan,house-apartment-for-rent,180.0,خانه,2.0,True,200000000.0,50000.0,,True,16.0
واحد شیک فاز سوم,,2023-08-18 08:53:03,east-azerbaijan,house-apartment-for-rent,75.0,آپارتمان,2.0,,,,True,,12.0
102 متر واحد مسکونی,3200000000.0,2023-08-18 08:53:03,razavi-khorasan,houses-apartments-for-sale,102.0,آپارتمان,2.0,True,,,,True,18.0
اندرزگو / 150 متر / چند قدمی بلوار,,2023-08-18 08:53:03,tehran-province,house-apartment-for-rent,150.0,آپارتمان,3.0,True,500000000.0,60000000.0,True,True,10.0
دربستی 400 متر مناسب مدرسه ولیعصر,,2023-08-18 08:53:03,east-azerbaijan,house-apartment-for-rent,400.0,خانه,,True,500000000.0,100000000.0,,True,32.0
اجاره خانه 100 متر در شهرک فاز2 اول کوی بهداری,,2023-08-18 08:53:03,east-azerbaijan,house-apartment-for-rent,100.0,خانه,2.0,,50000000.0,2500000.0,,,10.0
اجاره آپارتمان 90 متر در مراغه.فاز2 مجتمع گلستان,,2023-08-18 08:53:03,east-azerbaijan,house-apartment-for-rent,90.0,آپارتمان,2.0,True,70000000.0,3500000.0,,True,12.0
آپارتمان 50 متری 1 خوابه توس,630000000.0,2023-08-18 08:53:03,razavi-khorasan,houses-apartments-for-sale,50.0,آپارتمان,1.0,,,,,,5.0
فروش یک واحد آپارتمان 85 متری,900000000.0,2023-08-18 08:53:03,razavi-khorasan,houses-apartments-for-sale,85.0,آپارتمان,1.0,,,,,,6.0
فروش آپارتمان 75 متر در هفت تیر,4900000000.0,2023-08-18 08:53:04,razavi-khorasan,houses-apartments-for-sale,75.0,آپارتمان,2.0,True,,,,True,27.0
250 متر خانه,,2023-08-18 08:53:04,razavi-khorasan,houses-apartments-for-sale,250.0,خانه و کلنگی,4.0,,,,,True,
58متر آپارتمان یه خواب شیک و مرتب,1200000000.0,2023-08-18 08:53:04,razavi-khorasan,houses-apartments-for-sale,58.0,آپارتمان,1.0,,,,,True,2.0
ویلایی نظام مهندسی سند شش دانگ ملکی,1350000000.0,2023-08-18 08:53:04,razavi-khorasan,houses-apartments-for-sale,172.0,,2.0,,,,,,
باغ ویلا.400متر.دارای 20عددنهال آلو,1000000000.0,2023-08-18 08:53:04,razavi-khorasan,houses-apartments-for-sale,400.0,,1.0,,,,,,
آپارتمان دو واحد 131 متری,6900000000.0,2023-08-18 08:53:04,razavi-khorasan,houses-apartments-for-sale,210.0,آپارتمان,4.0,True,,,,True,10.0
آپارتمان 75 متری فلاحی1 آسانسور دار,2400000000.0,2023-08-18 08:53:04,razavi-khorasan,houses-apartments-for-sale,75.0,آپارتمان,2.0,True,,,True,True,13.0
ساختمان بسیارشیک ومدرن,9500000000.0,2023-08-18 08:53:04,razavi-khorasan,houses-apartments-for-sale,420.0,آپارتمان,,True,,,True,True,8.0
نقلی/شیک/خوش نقشه,1000000000.0,2023-08-18 08:53:04,razavi-khorasan,houses-apartments-for-sale,55.0,آپارتمان,1.0,,,,,,1.0
آپارتمان امام هادی,1205000000.0,2023-08-18 08:53:04,razavi-khorasan,houses-apartments-for-sale,75.0,آپارتمان,2.0,,,,,True,7.0
آپارتمان 75 متری حسابی 2,2400000000.0,2023-08-18 08:53:05,razavi-khorasan,houses-apartments-for-sale,75.0,آپارتمان,2.0,True,,,,True,13.0
حاشیه شهید صادقی/ دو خواب / زیبا و دلنشین,3700000000.0,2023-08-18 08:53:05,razavi-khorasan,houses-apartments-for-sale,120.0,آپارتمان,2.0,True,,,True,True,10.0
بلوار بهشتی 4/5,1100000000.0,2023-08-18 08:53:05,razavi-khorasan,houses-apartments-for-sale,100.0,خانه و کلنگی,1.0,True,,,,True,10.0
خانه 2 طبقه فروشی,,2023-08-18 08:53:05,razavi-khorasan,houses-apartments-for-sale,225.0,,,,,,,,
واحد 62 متری سند ششدانگ پنجراه,1800000000.0,2023-08-18 08:53:05,razavi-khorasan,houses-apartments-for-sale,62.0,آپارتمان,2.0,True,,,,,6.0
فروش آپارتمان 85 متر,1220000000.0,2023-08-18 08:53:05,razavi-khorasan,houses-apartments-for-sale,85.0,آپارتمان,2.0,,,,,,9.0
آپارتمان 100متری دوخواب,1200000000.0,2023-08-18 08:53:05,razavi-khorasan,houses-apartments-for-sale,100.0,آپارتمان,2.0,,,,,,2.0
آپارتمان نوسازدوخواب بلوارتوس90متر,865000000.0,2023-08-18 08:53:05,razavi-khorasan,houses-apartments-for-sale,90.0,آپارتمان,2.0,,,,,True,1.0
طبقه همکف 70 متر و 75مترحیاط جنوبی,3000000000.0,2023-08-18 08:53:05,razavi-khorasan,houses-apartments-for-sale,70.0,آپارتمان,2.0,True,,,,True,11.0
اجاره واحد 78 متری در اندیشه,,2023-08-18 08:53:05,east-azerbaijan,house-apartment-for-rent,78.0,آپارتمان,2.0,True,110000000.0,3200000.0,True,,5.0
75متر آپارتمان نوسازشیک,,2023-08-18 08:53:05,razavi-khorasan,houses-apartments-for-sale,75.0,آپارتمان,1.0,,,,,,1.0
رهن کامل درشهرک رجایی,,2023-08-18 08:53:05,east-azerbaijan,house-apartment-for-rent,75.0,آپارتمان,1.0,True,80000000.0,100000.0,True,True,9.0
رهن و اجاره برای مزون و آرایشگاه,,2023-08-18 08:53:05,east-azerbaijan,house-apartment-for-rent,100.0,خانه,1.0,,,,,,24.0
آپارتمان شیک و خوش نقشه در ساجدی 3,3700000000.0,2023-08-18 08:53:06,razavi-khorasan,houses-apartments-for-sale,132.0,آپارتمان,3.0,True,,,,True,20.0
رهن و اجاره 90متر خانه راه جدا,,2023-08-18 08:53:06,east-azerbaijan,house-apartment-for-rent,90.0,خانه,2.0,,80000000.0,3000000.0,,True,17.0
رهن و اجاره یک واحد آپارتمان طبقه اول,,2023-08-18 08:53:06,east-azerbaijan,house-apartment-for-rent,120.0,آپارتمان,2.0,True,275000000.0,750000.0,,True,7.0
مجتمع رسالت سه بر با نصبیات,,2023-08-18 08:53:06,east-azerbaijan,house-apartment-for-rent,90.0,آپارتمان,2.0,True,100000000.0,3000000.0,True,True,5.0
دنبال خانه کاملا دربست برای خانواده ام,,2023-08-18 08:53:06,east-azerbaijan,house-apartment-for-rent,90.0,خانه,2.0,,30000000.0,1500000.0,,True,26.0
اجاره خانه دربست 80 متر در مراغه پشت اتاق اصناف,,2023-08-18 08:53:06,east-azerbaijan,house-apartment-for-rent,80.0,خانه,1.0,,50000000.0,1500000.0,,True,32.0
اجاره خانه در بلوار پاسداران روبه روی درب سپاه,,2023-08-18 08:53:06,east-azerbaijan,house-apartment-for-rent,120.0,خانه,1.0,,15000000.0,2200000.0,,True,
نیازمند یک عدد خانه یا آپارتمان برای اجاره,,2023-08-18 08:53:06,east-azerbaijan,house-apartment-for-rent,50.0,خانه,2.0,True,50000000.0,5000000.0,True,True,
کوی استانداری - مهستان جنوبی,,2023-08-18 08:53:06,east-azerbaijan,house-apartment-for-rent,118.0,آپارتمان,2.0,True,500000000.0,3000000.0,True,,7.0
زیر زمین کاملا بهداشتی,,2023-08-18 08:53:06,east-azerbaijan,house-apartment-for-rent,200.0,ویلا,1.0,,55000000.0,5000000.0,,,
نیازمند خانه,,2023-08-18 08:53:06,isfahan-province,house-apartment-for-rent,100.0,آپارتمان,1.0,,100000000.0,4000000.0,,,17.0
آپارتمان 100 متری,,2023-08-18 08:53:06,isfahan-province,house-apartment-for-rent,100.0,آپارتمان,1.0,True,300000000.0,,,,7.0
یک واحد آپارتمان واقع در جابر انصاری 135 متری,,2023-08-18 08:53:06,isfahan-province,house-apartment-for-rent,135.0,آپارتمان,3.0,True,700000000.0,1000000.0,True,True,3.0
رهن و اجاره واحد 80 متری خوراسگان,,2023-08-18 08:53:07,isfahan-province,house-apartment-for-rent,80.0,آپارتمان,1.0,,150000000.0,1500000.0,,,10.0
آپارتمان 250 متری,,2023-08-18 08:53:07,isfahan-province,house-apartment-for-rent,250.0,آپارتمان,2.0,,400000000.0,,,True,9.0
فروش باغ ویلایی,2300000000.0,2023-08-18 08:53:09,west-azerbaijan,houses-apartments-for-sale,1230.0,,,,,,,,
رهن جهت مراقبت از منزل,,2023-08-18 08:53:09,east-azerbaijan,house-apartment-for-rent,50.0,آپارتمان,0.0,,1000000.0,5000.0,,,7.0
فروش یک باب ساختمان دو طبقه در یاغلان تپه,,2023-08-18 08:53:09,west-azerbaijan,houses-apartments-for-sale,200.0,خانه و کلنگی,2.0,,,,,,6.0
فروش خانه نیم کاره کهریزه امیر آباد,,2023-08-18 08:53:09,west-azerbaijan,houses-apartments-for-sale,118.0,خانه و کلنگی,2.0,True,,,,,
فروش فوری خونه ویلای کوچه حلال احمر کوچه ی عظیم نیا,,2023-08-18 08:53:09,west-azerbaijan,houses-apartments-for-sale,137.0,خانه و کلنگی,2.0,,,,,,5.0
اجاره واحد مسکونی,,2023-08-18 08:53:09,east-azerbaijan,house-apartment-for-rent,50.0,آپارتمان,1.0,,25000000.0,2000000.0,,,17.0
کهریزه سردار جاده بوکان سقز,1200000000.0,2023-08-18 08:53:09,west-azerbaijan,houses-apartments-for-sale,120.0,خانه و کلنگی,1.0,True,,,,True,
ساختمان نیمه کاره پشت سی متری,,2023-08-18 08:53:09,west-azerbaijan,houses-apartments-for-sale,52.0,خانه و کلنگی,2.0,True,,,,True,
فروش ساختمان دو واحده بصورت نیمه کاره,,2023-08-18 08:53:10,west-azerbaijan,houses-apartments-for-sale,80.0,آپارتمان,4.0,True,,,,,
اجاره خانه دربست 220متر,,2023-08-18 08:53:10,east-azerbaijan,house-apartment-for-rent,220.0,خانه,2.0,True,150000000.0,2000000.0,,True,22.0
اپارتمان مسکونی,2600000000.0,2023-08-18 08:53:10,west-azerbaijan,houses-apartments-for-sale,90.0,آپارتمان,2.0,True,,,True,True,11.0
اجاره آپارتمان88 متری در در برج های دوقلو,,2023-08-18 08:53:10,east-azerbaijan,house-apartment-for-rent,88.0,آپارتمان,2.0,,65000000.0,2000000.0,True,,2.0
خانه 195 متری دراسلام اباد کوهنوردی کوچه 24,1800000000.0,2023-08-18 08:53:10,west-azerbaijan,houses-apartments-for-sale,195.0,خانه و کلنگی,4.0,,,,,,9.0
فروش خانه 60متری,1200000000.0,2023-08-18 08:53:10,west-azerbaijan,houses-apartments-for-sale,60.0,خانه و کلنگی,1.0,,,,,True,12.0
دنبال خونه ایم برا اجاره,,2023-08-18 08:53:10,isfahan-province,house-apartment-for-rent,100.0,خانه,1.0,True,10000000.0,3000000.0,True,True,
آپارتمان دو خوابه,,2023-08-18 08:53:10,isfahan-province,house-apartment-for-rent,110.0,آپارتمان,2.0,True,400000000.0,1000000.0,,True,2.0
رهن اجاره می‌باشد,,2023-08-18 08:53:10,isfahan-province,house-apartment-for-rent,80.0,آپارتمان,1.0,True,100000000.0,8000000.0,True,True,15.0
150 متری / تک واحدی / سه بر نور / مطهری,,2023-08-18 08:53:10,isfahan-province,house-apartment-for-rent,150.0,آپارتمان,3.0,True,700000000.0,,True,,7.0
خانه کلنگی 290 متر تخته پل,1400000000.0,2023-08-18 08:53:10,west-azerbaijan,houses-apartments-for-sale,290.0,خانه و کلنگی,2.0,True,,,,True,
فیرورق باغ,950000000.0,2023-08-18 08:53:10,west-azerbaijan,houses-apartments-for-sale,825.0,خانه و کلنگی,0.0,True,,,,,2.0
آپارتمان 230 متری سه خواب خانه اصفهان,,2023-08-18 08:53:11,isfahan-province,house-apartment-for-rent,23.0,آپارتمان,3.0,True,1650000000.0,100000.0,True,True,9.0
87متر مسکن مهر فولاد شهر نزدیک بازار ومدرسه,,2023-08-18 08:53:11,isfahan-province,house-apartment-for-rent,87.0,آپارتمان,2.0,True,30000000.0,3000000.0,True,True,5.0
اجاره خانه ویلایی مهیار,,2023-08-18 08:53:11,isfahan-province,house-apartment-for-rent,250.0,خانه,2.0,,40000000.0,4500000.0,,,27.0
اجاره خانه 115 متر در خاقانی,,2023-08-18 08:53:11,isfahan-province,house-apartment-for-rent,115.0,خانه,2.0,True,200000000.0,14000000.0,,,9.0
خانه طبقه اول رهنان خیابان مطهری کوچه11,,2023-08-18 08:53:11,isfahan-province,house-apartment-for-rent,100.0,آپارتمان,2.0,True,150000000.0,500000.0,,,5.0
مسکونی شیک وتمیز فقط عروس و داماد,,2023-08-18 08:53:11,isfahan-province,house-apartment-for-rent,270.0,خانه,2.0,True,,,,,7.0
اجاره منزل امیرآباد باغ علوی,,2023-08-18 08:53:11,isfahan-province,house-apartment-for-rent,105.0,آپارتمان,2.0,,180000000.0,3000000.0,,,1.0
آپارتمان کاملا نو و شیک واقع در صمدیه لباف,,2023-08-18 08:53:11,isfahan-province,house-apartment-for-rent,145.0,آپارتمان,3.0,True,250000000.0,9000000.0,True,,1.0
آپارتمان دارای دو خواب مناسب برای خانواده,,2023-08-18 08:53:11,isfahan-province,house-apartment-for-rent,130.0,آپارتمان,2.0,True,260000000.0,5000000.0,,True,30.0
اجاره واحد 90متری تک خواب,,2023-08-18 08:53:12,isfahan-province,house-apartment-for-rent,50.0,آپارتمان,1.0,,80000000.0,4000000.0,,,3.0
نیازمند خانه,,2023-08-18 08:53:12,isfahan-province,house-apartment-for-rent,80.0,خانه,2.0,True,40000000.0,2500000.0,True,,7.0
پردیس فاز 2 محله 3 *تک برگ سند* دسترسی و لوکیشن عالی,4200000000.0,2023-08-18 08:53:13,west-azerbaijan,houses-apartments-for-sale,105.0,آپارتمان,2.0,True,,,,True,16.0
فروش خانه دو طبقه,2300000000.0,2023-08-18 08:53:13,west-azerbaijan,houses-apartments-for-sale,140.0,خانه و کلنگی,2.0,True,,,,True,3.0
فروش خانه در روستا,500000000.0,2023-08-18 08:53:13,west-azerbaijan,houses-apartments-for-sale,400.0,خانه و کلنگی,2.0,True,,,,,5.0
اجاره آپارتمان نوساز وحید,,2023-08-18 08:53:13,isfahan-province,house-apartment-for-rent,55.0,آپارتمان,1.0,True,360000000.0,,,,
خریدار خانه دو واحده نیمه کاره,1400000000.0,2023-08-18 08:53:13,west-azerbaijan,houses-apartments-for-sale,100.0,خانه و کلنگی,3.0,True,,,,,1.0
رهن اپارتمان 55 متری نزدیک پارک,,2023-08-18 08:53:13,isfahan-province,house-apartment-for-rent,55.0,آپارتمان,1.0,True,150000000.0,,,,17.0
اپارتمان171متری کلید نخورده ،ساحل طلایی تنکابن,5472000000.0,2023-08-18 08:53:13,west-azerbaijan,houses-apartments-for-sale,171.0,آپارتمان,3.0,True,,,True,True,3.0
مسکن‌مهر خوانسار,,2023-08-18 08:53:13,isfahan-province,house-apartment-for-rent,78.0,آپارتمان,2.0,True,140000000.0,100000.0,True,True,4.0
فروش آپارتمان لوکس,2450000000.0,2023-08-18 08:53:13,west-azerbaijan,houses-apartments-for-sale,150.0,آپارتمان,2.0,True,,,True,True,
ساختمان مسکونی/ تجاری نانوایی 160متر,4400000000.0,2023-08-18 08:53:14,west-azerbaijan,houses-apartments-for-sale,160.0,خانه و کلنگی,1.0,,,,,True,21.0
ساختمان ویلایی 315 متری,1200000000.0,2023-08-18 08:53:14,west-azerbaijan,houses-apartments-for-sale,315.0,خانه و کلنگی,2.0,True,,,,True,3.0
150متر ویلایی مدل هندی تمام لوکس با امکانات,2200000000.0,2023-08-18 08:53:14,west-azerbaijan,houses-apartments-for-sale,150.0,آپارتمان,2.0,True,,,,True,2.0
فروش خانه نیمه کاره,,2023-08-18 08:53:14,west-azerbaijan,houses-apartments-for-sale,107.0,خانه و کلنگی,3.0,,,,,,
نطنز .سوئیت 50متری.خیابان اصلی فاطمیه,,2023-08-18 08:53:14,isfahan-province,house-apartment-for-rent,50.0,خانه,0.0,,25000000.0,2000000.0,,True,12.0
فروش فوری خانه معاوضه دارم نقد و اقساط,550000000.0,2023-08-18 08:53:14,west-azerbaijan,houses-apartments-for-sale,100.0,خانه و کلنگی,2.0,,,,,True,32.0
اپارتمان بدون اسیب در مجتمع ولیعصر 45 متر,400000000.0,2023-08-18 08:53:14,west-azerbaijan,houses-apartments-for-sale,45.0,آپارتمان,1.0,,,,,,22.0
فروش خانه مسکونی کهریزه امیراباد,,2023-08-18 08:53:14,west-azerbaijan,houses-apartments-for-sale,100.0,خانه و کلنگی,2.0,True,,,,True,2.0
اپارتمان تکواحدی کلا 3 طبقه,,2023-08-18 08:53:14,alborz,house-apartment-for-rent,95.0,آپارتمان,2.0,True,470000000.0,,,True,12.0
اجاره واحد 145متری در الغدیرشمالی,,2023-08-18 08:53:14,alborz,house-apartment-for-rent,145.0,آپارتمان,2.0,True,700000000.0,,True,True,1.0
اجاره آپارتمان نوساز فول در بهترین موقعیت شهری و دسترسی آسان,,2023-08-18 08:53:14,alborz,house-apartment-for-rent,100.0,آپارتمان,2.0,,500000000.0,3000000.0,,True,5.0
متقاضی اپارتمان برای دانشجوپسر,,2023-08-18 08:53:14,alborz,house-apartment-for-rent,50.0,آپارتمان,1.0,,100000000.0,2000000.0,,,2.0
اجاره 70متر خانه ویلایی(نظرآباد محله رسالت),,2023-08-18 08:53:15,alborz,house-apartment-for-rent,70.0,خانه,1.0,,70000000.0,2000000.0,,True,17.0
رهن ویلایی شیک 200 متری,,2023-08-18 08:53:15,alborz,house-apartment-for-rent,200.0,خانه,2.0,True,350000000.0,,,True,9.0
آپارتمان شیک 100 متری,,2023-08-18 08:53:15,alborz,house-apartment-for-rent,100.0,آپارتمان,2.0,True,200000000.0,2000000.0,,True,10.0
سه خواب کلید نخورده تک واحدی,,2023-08-18 08:53:15,alborz,house-apartment-for-rent,130.0,آپارتمان,3.0,,485000000.0,,True,True,
آپارتمان 100 متر 2 خواب,,2023-08-18 08:53:15,alborz,house-apartment-for-rent,100.0,آپارتمان,2.0,True,200000000.0,6500000.0,True,True,9.0
اجاره آپارتمان 80 متر در شهر جدید هشتگرد,,2023-08-18 08:53:15,alborz,house-apartment-for-rent,80.0,آپارتمان,2.0,True,120000000.0,1500000.0,True,True,7.0
اجاره آپارتمان 80 متر در شهر جدید هشتگرد,,2023-08-18 08:53:15,alborz,house-apartment-for-rent,80.0,آپارتمان,2.0,True,150000000.0,,True,True,8.0
147متر/2سال ساخت/روبه آفتاب,,2023-08-18 08:53:15,alborz,house-apartment-for-rent,147.0,آپارتمان,3.0,True,750000000.0,,True,,2.0
خانه ویلایی حیاط دار,,2023-08-18 08:53:15,alborz,house-apartment-for-rent,120.0,خانه,2.0,,150000000.0,6000000.0,,,
52متر،بازسازی شده،فلکه پنجم,,2023-08-18 08:53:15,alborz,house-apartment-for-rent,52.0,آپارتمان,1.0,,260000000.0,,,,20.0
آپارتمان 260 متری در عظیمیه,,2023-08-18 08:53:16,alborz,house-apartment-for-rent,260.0,آپارتمان,3.0,True,3500000000.0,,True,True,1.0
اجاره آپارتمان 208 متر در عظیمیه ویو عالی,,2023-08-18 08:53:16,alborz,house-apartment-for-rent,210.0,آپارتمان,3.0,True,1300000000.0,23000000.0,True,True,1.0
خانه ای 70 متری یک خواب,,2023-08-18 08:53:16,alborz,house-apartment-for-rent,70.0,خانه,1.0,,170000000.0,,,True,9.0
300 متر/ لوکس /منطقه بوستان 19/ تاپ لوکیشن/استخر,,2023-08-18 08:53:16,alborz,house-apartment-for-rent,300.0,آپارتمان,3.0,True,700000000.0,45000000.0,True,True,7.0
گرمدره شمالی 55 متر یکخواب غرق در نور و تمیز,,2023-08-18 08:53:16,alborz,house-apartment-for-rent,55.0,آپارتمان,1.0,,100000000.0,6000000.0,True,True,12.0
خانه نیمه کاره کهریزه امیراباد,,2023-08-18 08:53:16,west-azerbaijan,houses-apartments-for-sale,59.0,خانه و کلنگی,2.0,True,,,,True,
اجاره 191 متر / عظیمیه / سه نبش / ویو کرج,,2023-08-18 08:53:16,alborz,house-apartment-for-rent,191.0,آپارتمان,3.0,True,950000000.0,12000000.0,True,True,4.0
اجاره آپارتمان 185 متر تاپ لوکیشن در عظیمیه,,2023-08-18 08:53:16,alborz,house-apartment-for-rent,185.0,آپارتمان,3.0,True,600000000.0,23000000.0,True,True,1.0
اجاره آپارتمان,,2023-08-18 08:53:16,alborz,house-apartment-for-rent,70.0,آپارتمان,1.0,,100000000.0,3500000.0,,True,14.0
اجاره ویلا 400 متر در عظیمیه,,2023-08-18 08:53:16,alborz,house-apartment-for-rent,400.0,ویلا,3.0,True,2300000000.0,6000000.0,True,True,14.0
40 متری ویلایی مستقل مهرشهر,,2023-08-18 08:53:16,alborz,house-apartment-for-rent,40.0,خانه,0.0,,115000000.0,100000.0,,True,15.0
رهن آپارتمان 68 متری در مارلیک,,2023-08-18 08:53:16,alborz,house-apartment-for-rent,68.0,آپارتمان,1.0,,250000000.0,,True,,1.0
اجاره آپارتمان 200 متر در جهانشهر,,2023-08-18 08:53:16,alborz,house-apartment-for-rent,200.0,آپارتمان,3.0,True,2300000000.0,100000.0,True,True,7.0
اجاره آپارتمان 85 متر در شهر جدید هشتگرد,,2023-08-18 08:53:17,alborz,house-apartment-for-rent,85.0,آپارتمان,2.0,,160000000.0,,,True,12.0
اجاره آپارتمان 80 متر در شهر جدید هشتگرد,,2023-08-18 08:53:17,alborz,house-apartment-for-rent,80.0,آپارتمان,2.0,True,130000000.0,,True,True,
رهن آپارتمان غرق نور در بهترین محله فاز 2,,2023-08-18 08:53:17,alborz,house-apartment-for-rent,95.0,آپارتمان,2.0,True,255000000.0,,,True,11.0
اجاره آپارتمان 80 متر در شهر جدید هشتگرد,,2023-08-18 08:53:17,alborz,house-apartment-for-rent,80.0,آپارتمان,2.0,True,90000000.0,1000000.0,True,True,3.0
خانه اجاره ای می‌خوام محدوده سرطاف ایلام,,2023-08-18 08:53:18,ilam-province,house-apartment-for-rent,80.0,خانه,2.0,True,3000000.0,100000.0,True,True,5.0
اجاره آپارتمان صد متری نامدنانان,,2023-08-18 08:53:18,ilam-province,house-apartment-for-rent,100.0,آپارتمان,2.0,True,,,True,,12.0
اجاره مسکن مهر مهران,,2023-08-18 08:53:18,ilam-province,house-apartment-for-rent,85.0,آپارتمان,2.0,True,50000000.0,700000.0,,True,8.0
ملک 2طبقه طبقه 2وم 120متر اجاره,,2023-08-18 08:53:18,ilam-province,house-apartment-for-rent,120.0,خانه,2.0,,,,,True,10.0
اجاره خانه 87 متری بلوار صدوقی کوچه شهدای فیضی,,2023-08-18 08:53:18,ilam-province,house-apartment-for-rent,87.0,خانه,1.0,,50000000.0,2000000.0,,,12.0
آپارتمان 127 متری بر بلوار جمهوری,,2023-08-18 08:53:18,ilam-province,house-apartment-for-rent,127.0,آپارتمان,2.0,True,130000000.0,4000000.0,True,True,1.0
اجاره‌خانه‌سرطاف,,2023-08-18 08:53:18,ilam-province,house-apartment-for-rent,100.0,خانه,1.0,,30000000.0,2000000.0,,,16.0
رهن خانه ویلایی 167 متری پیچ آشوری خ سالک,,2023-08-18 08:53:18,ilam-province,house-apartment-for-rent,167.0,خانه,2.0,True,250000000.0,,,,14.0
اجاره واحد اپارتمانی با وسیله,,2023-08-18 08:53:18,ilam-province,house-apartment-for-rent,200.0,آپارتمان,3.0,True,200000000.0,8000000.0,True,,1.0
دره شهر.142متر خونه شخصی ساز.نوساز,,2023-08-18 08:53:18,ilam-province,house-apartment-for-rent,142.0,خانه,1.0,True,140000000.0,,,True,1.0
منزل مسکونی تازه ساخت در محله هانیوان,,2023-08-18 08:53:18,ilam-province,house-apartment-for-rent,70.0,آپارتمان,1.0,,85000000.0,2000000.0,,,2.0
اجاره خانه100متر,,2023-08-18 08:53:18,ardabil-province,house-apartment-for-rent,100.0,خانه,2.0,True,500000000.0,33000000.0,,,18.0
اجاره خونه زمینی,,2023-08-18 08:53:18,ilam-province,house-apartment-for-rent,90.0,خانه,2.0,,130000000.0,,,,6.0
اجاره خانه ویلایی 130 متری شهرک ولیعصر,,2023-08-18 08:53:19,ardabil-province,house-apartment-for-rent,130.0,خانه,1.0,,120000000.0,2000000.0,,True,12.0
خانه خوب در محله شهید اناری جنب آب فاظلاب,,2023-08-18 08:53:19,ardabil-province,house-apartment-for-rent,115.0,خانه,1.0,,,,,,11.0
اپارتمان تک واحدی 3 طبقه,,2023-08-18 08:53:19,ardabil-province,house-apartment-for-rent,80.0,آپارتمان,2.0,True,200000000.0,,,True,9.0
اجاره آپارتمان کارشناسان,,2023-08-18 08:53:20,ardabil-province,house-apartment-for-rent,105.0,آپارتمان,2.0,True,300000000.0,2000000.0,True,,2.0
اجاره آپارتمان در میدان باکری 100 متر,,2023-08-18 08:53:20,ardabil-province,house-apartment-for-rent,100.0,آپارتمان,2.0,True,130000000.0,7000000.0,True,True,20.0
130 متری فاز یک کارشناسان,,2023-08-18 08:53:20,ardabil-province,house-apartment-for-rent,130.0,آپارتمان,2.0,True,200000000.0,5000000.0,True,True,10.0
