title,price,date,location_site,category_site,area,post_type,room_count,parking,mortgage,rent,elevator,warehouse,age
1273 متر ساختمان تجاری و مسکونی 2 دستگاه / عسلویه,48374000000.0,2023-08-18 08:54:38,bushehr-province,houses-apartments-for-sale,1273.0,آپارتمان,3.0,True,,,,True,17.0
فروش آپارتمان دوطبقه تجاری و مسکونی,,2023-08-18 08:54:38,bushehr-province,houses-apartments-for-sale,110.0,آپارتمان,1.0,,,,,True,4.0
آپارتمان 193 متر شیک خیبر فول امکانات,6400000000.0,2023-08-18 08:54:38,bushehr-province,houses-apartments-for-sale,193.0,آپارتمان,3.0,True,,,True,True,5.0
فروش ملک ویلایی,800000000.0,2023-08-18 08:54:38,bushehr-province,houses-apartments-for-sale,250.0,خانه و کلنگی,3.0,True,,,,,14.0
مشهدمنزل ویلای350متری رهن کامل,,2023-08-18 08:54:38,razavi-khorasan,house-apartment-for-rent,350.0,خانه,,True,300000000.0,,,True,27.0
160متر دو خواب هفت تیر,,2023-08-18 08:54:38,razavi-khorasan,house-apartment-for-rent,160.0,آپارتمان,2.0,True,100000000.0,18000000.0,True,True,16.0
85متری.یک خواب. امامت,,2023-08-18 08:54:38,razavi-khorasan,house-apartment-for-rent,85.0,آپارتمان,1.0,,50000000.0,7000000.0,,,14.0
رهن و اجاره منزل خیابان صدف85متر,,2023-08-18 08:54:38,razavi-khorasan,house-apartment-for-rent,85.0,آپارتمان,1.0,,100000000.0,2500000.0,,,14.0
خانه کلنگی,,2023-08-18 08:54:38,bushehr-province,houses-apartments-for-sale,200.0,,2.0,,,,,,
آپارتمان اجاره دوخوابه امامیه 93متر,,2023-08-18 08:54:38,razavi-khorasan,house-apartment-for-rent,93.0,آپارتمان,2.0,True,350000000.0,2000000.0,,True,20.0
هاشمیه 62 فراز آپارتمان 120 متری,,2023-08-18 08:54:38,razavi-khorasan,house-apartment-for-rent,120.0,آپارتمان,2.0,True,150000000.0,9900000.0,,True,9.0
145متر 3خواب الهیه رحمانیه نقویه,,2023-08-18 08:54:38,razavi-khorasan,house-apartment-for-rent,145.0,آپارتمان,3.0,True,450000000.0,2500000.0,True,True,3.0
اپارتمان دو خواب تک واحدی فخرایی 90 متر,,2023-08-18 08:54:39,razavi-khorasan,house-apartment-for-rent,90.0,آپارتمان,2.0,,300000000.0,2000000.0,,,11.0
110متر آپارتمان طبقه اول شیک مناسب جهزیه,,2023-08-18 08:54:39,razavi-khorasan,house-apartment-for-rent,110.0,آپارتمان,2.0,True,700000000.0,,True,True,2.0
فروش منزل آپارتمانی دو طبقه لوکس,,2023-08-18 08:54:39,bushehr-province,houses-apartments-for-sale,200.0,خانه و کلنگی,4.0,True,,,,True,4.0
155مترآپارتمان تک واحدی.رودکی5,,2023-08-18 08:54:39,razavi-khorasan,house-apartment-for-rent,155.0,آپارتمان,3.0,True,300000000.0,20000000.0,True,True,10.0
اجاره آپارتمان 70متری,,2023-08-18 08:54:39,razavi-khorasan,house-apartment-for-rent,70.0,آپارتمان,1.0,,120000000.0,550000.0,,,12.0
80 متر /انتهای صیاد شیرازی /صابر1,,2023-08-18 08:54:39,razavi-khorasan,house-apartment-for-rent,80.0,آپارتمان,1.0,,150000000.0,100000.0,,,13.0
واحد 80 متری حاشیه خیابان مرداد,,2023-08-18 08:54:39,razavi-khorasan,house-apartment-for-rent,80.0,آپارتمان,2.0,,105000000.0,,,,12.0
اجاره 163متر ملک اباد، فرهاد,,2023-08-18 08:54:39,razavi-khorasan,house-apartment-for-rent,163.0,آپارتمان,3.0,True,1400000000.0,2000000.0,True,True,9.0
110متر طبقه بالا مستقل شیک,,2023-08-18 08:54:39,razavi-khorasan,house-apartment-for-rent,110.0,خانه,2.0,,80000000.0,4000000.0,,True,7.0
اپارتمان 125 متر 3 خواب فول اموزگاز,,2023-08-18 08:54:40,razavi-khorasan,house-apartment-for-rent,125.0,آپارتمان,3.0,True,,16000000.0,True,True,3.0
هتل اپارتمان,,2023-08-18 08:54:40,razavi-khorasan,house-apartment-for-rent,55.0,آپارتمان,,True,,,True,,7.0
کلا دوطبقه طبقه بالا سرامیک 75متر,,2023-08-18 08:54:40,razavi-khorasan,house-apartment-for-rent,75.0,آپارتمان,1.0,,20000000.0,3000000.0,,,3.0
آپارتمان 50متری شیک,,2023-08-18 08:54:40,razavi-khorasan,house-apartment-for-rent,50.0,آپارتمان,1.0,,125000000.0,50000.0,,,
رهن و اجاره خانه 150 متری,,2023-08-18 08:54:40,razavi-khorasan,house-apartment-for-rent,150.0,خانه,2.0,True,80000000.0,2500000.0,,True,7.0
آپارتمان 85 متری در ارمغان,,2023-08-18 08:54:40,razavi-khorasan,house-apartment-for-rent,85.0,آپارتمان,2.0,,320000000.0,,,,9.0
اجاره آپارتمان 75 متر در عبدالمطلب,,2023-08-18 08:54:40,razavi-khorasan,house-apartment-for-rent,75.0,آپارتمان,2.0,True,265000000.0,,,True,10.0
نیازمند خونه متراژ پایین تمیز,,2023-08-18 08:54:40,razavi-khorasan,house-apartment-for-rent,50.0,آپارتمان,1.0,,,,,,13.0
رهن آپارتمان بلوار بعثت,,2023-08-18 08:54:40,razavi-khorasan,house-apartment-for-rent,102.0,آپارتمان,2.0,True,400000000.0,100000.0,,True,12.0
آپارتمان 90متری ویژه طلاب,,2023-08-18 08:54:43,qom-province,house-apartment-for-rent,90.0,آپارتمان,2.0,,300000000.0,100000.0,True,True,7.0
اپارتمان 75متری مسکن مهرالونددوخواب,1300000000.0,2023-08-18 08:54:43,qazvin-province,houses-apartments-for-sale,75.0,آپارتمان,2.0,,,,True,True,18.0
فروش خانه دوبلکس/بازسازی کامل/خیابان گلشن,1140000000.0,2023-08-18 08:54:43,kurdistan,houses-apartments-for-sale,70.0,خانه و کلنگی,1.0,,,,,,3.0
آپارتمان اسکان بعثت متخصصین,2220000000.0,2023-08-18 08:54:44,kermanshah-province,houses-apartments-for-sale,81.0,آپارتمان,2.0,True,,,True,True,14.0
آپارتمان95مت ی متخصصین,1850000000.0,2023-08-18 08:54:44,kermanshah-province,houses-apartments-for-sale,95.0,آپارتمان,2.0,True,,,,True,16.0
فروش خانه دوبلکس دو خوابه,1310000000.0,2023-08-18 08:54:44,golestan,houses-apartments-for-sale,90.0,آپارتمان,3.0,True,,,,,
فروش خانه کلنگی,1200000000.0,2023-08-18 08:54:44,lorestan,houses-apartments-for-sale,165.0,,,,,,,,
یک باب ملک مسکونی واقع در ابتدای خ شهید باهنر طبقه دوم,,2023-08-18 08:54:44,golestan,house-apartment-for-rent,120.0,آپارتمان,3.0,,60000000.0,4000000.0,,,32.0
تکخواب فردوسی,2310000000.0,2023-08-18 08:54:44,qom-province,houses-apartments-for-sale,70.0,آپارتمان,1.0,,,,,,13.0
آپارتمان 100 متر کوی انقلاب,,2023-08-18 08:54:44,golestan,house-apartment-for-rent,100.0,آپارتمان,2.0,,200000000.0,8000000.0,True,True,1.0
اجاره آپارتمان 100 متر در گالیکش,,2023-08-18 08:54:44,golestan,house-apartment-for-rent,100.0,آپارتمان,2.0,True,100000000.0,2500000.0,,True,2.0
رهن کامل واحد100 متری در گرگان پارس,,2023-08-18 08:54:44,golestan,house-apartment-for-rent,100.0,آپارتمان,2.0,True,450000000.0,,,True,22.0
118متر آپارتمان کلید نخورده ،گلستان زوج ، قیمت استثنایی,,2023-08-18 08:54:45,gilan,houses-apartments-for-sale,118.0,آپارتمان,3.0,True,,,True,True,3.0
آپارتمان تمیز و شیک 75 متری دکترصدر,,2023-08-18 08:54:45,markazi,house-apartment-for-rent,75.0,آپارتمان,2.0,,250000000.0,2000000.0,True,,6.0
خانه ویلایی همکف,,2023-08-18 08:54:45,markazi,house-apartment-for-rent,86.0,ویلا,1.0,,70000000.0,4000000.0,,,14.0
خانه ویلایی تازه ساخت 96 متر,,2023-08-18 08:54:45,markazi,houses-apartments-for-sale,96.0,خانه و کلنگی,1.0,,,,,,
خانه حیاط دار و مغازه 355مترباغین,,2023-08-18 08:54:45,kerman-province,house-apartment-for-rent,355.0,خانه,3.0,True,100000000.0,5600000.0,,True,7.0
خانه ویلایی,1400000000.0,2023-08-18 08:54:45,markazi,houses-apartments-for-sale,50.0,,2.0,,,,,,
فروش آپارتمان 62 متر,1240000000.0,2023-08-18 08:54:45,markazi,houses-apartments-for-sale,62.0,آپارتمان,1.0,True,,,True,True,6.0
خواستار خانه اجاره ای,,2023-08-18 08:54:45,kerman-province,house-apartment-for-rent,150.0,خانه,2.0,,4000000.0,1500000.0,,,
اپارتمان فروشی,1400000000.0,2023-08-18 08:54:45,markazi,houses-apartments-for-sale,78.0,آپارتمان,2.0,True,,,,True,14.0
منزل مسکونی,,2023-08-18 08:54:45,kerman-province,house-apartment-for-rent,200.0,خانه,,True,60000000.0,6000000.0,,True,
اپارتمان تک واحدی 96 متری خ فراشاهی کوچه 3,3550000000.0,2023-08-18 08:54:45,qom-province,houses-apartments-for-sale,96.0,آپارتمان,2.0,True,,,True,True,5.0
فروش اپارتمان55متر,2200000000.0,2023-08-18 08:54:45,markazi,houses-apartments-for-sale,55.0,آپارتمان,1.0,True,,,True,,10.0
فروش 50متر اپارتمان,1100000000.0,2023-08-18 08:54:45,markazi,houses-apartments-for-sale,50.0,آپارتمان,1.0,True,,,,True,18.0
اپارتمان 70متری جنت,2700000000.0,2023-08-18 08:54:45,markazi,houses-apartments-for-sale,70.0,آپارتمان,1.0,,,,,True,22.0
ویلا در دو طبقه مستقل,8200000000.0,2023-08-18 08:54:45,markazi,houses-apartments-for-sale,350.0,خانه و کلنگی,2.0,True,,,True,True,
واحد آپارتمان جنت120متر,4000000000.0,2023-08-18 08:54:46,markazi,houses-apartments-for-sale,120.0,آپارتمان,3.0,,,,,,17.0
منازل آلومینیوم گردو90متری,2850000000.0,2023-08-18 08:54:46,markazi,houses-apartments-for-sale,90.0,آپارتمان,2.0,True,,,True,True,17.0
یک‌ طبقه از یک طبقه رو پیلوت مسکونی/کاملا مجزا,2200000000.0,2023-08-18 08:54:46,markazi,houses-apartments-for-sale,103.0,آپارتمان,2.0,True,,,,True,12.0
آپارتمان 126 متر خیابان امام,5400000000.0,2023-08-18 08:54:46,markazi,houses-apartments-for-sale,126.0,آپارتمان,2.0,True,,,True,True,
فروش آپارتمان,1600000000.0,2023-08-18 08:54:46,markazi,houses-apartments-for-sale,70.0,آپارتمان,2.0,True,,,,True,12.0
آپارتمان100متری مهر ماه,3600000000.0,2023-08-18 08:54:46,markazi,houses-apartments-for-sale,100.0,آپارتمان,2.0,True,,,True,True,2.0
تجاری مسکونی,,2023-08-18 08:54:46,markazi,houses-apartments-for-sale,250.0,آپارتمان,2.0,True,,,,True,1.0
فروش آپارتمان خوش نقشه,1240000000.0,2023-08-18 08:54:46,markazi,houses-apartments-for-sale,63.0,آپارتمان,2.0,,,,,,3.0
مزایده 107متر مسکونی اراک خیابان قائم مقام,2570000000.0,2023-08-18 08:54:46,markazi,houses-apartments-for-sale,107.0,خانه و کلنگی,3.0,True,,,,True,
واحد 85 متری,,2023-08-18 08:54:46,markazi,houses-apartments-for-sale,85.0,آپارتمان,2.0,True,,,True,True,10.0
آپارتمان 97 متری در ساختمان سپهر مهاجران + 2انباری و پارکینگ,2550000000.0,2023-08-18 08:54:46,markazi,houses-apartments-for-sale,97.0,آپارتمان,2.0,True,,,True,True,5.0
فروش آپارتمان 71متری,1345000000.0,2023-08-18 08:54:46,markazi,houses-apartments-for-sale,71.0,آپارتمان,2.0,True,,,True,True,4.0
فروش آپارتمان 75 متر در دلیجان,,2023-08-18 08:54:47,markazi,houses-apartments-for-sale,75.0,آپارتمان,2.0,True,,,True,True,12.0
آپارتمان 86 متری شهرک علوی ساختمان تخت جمشید,1600000000.0,2023-08-18 08:54:47,markazi,houses-apartments-for-sale,86.0,آپارتمان,2.0,True,,,True,True,8.0
فروش آپارتمان تک واحدی,985000000.0,2023-08-18 08:54:47,markazi,houses-apartments-for-sale,68.0,آپارتمان,1.0,,,,,True,12.0
هپکو اجاره منزل مسکونی,,2023-08-18 08:54:47,markazi,house-apartment-for-rent,65.0,خانه,1.0,,100000000.0,4000000.0,,True,22.0
رهن خانه ویلایی 300 متری,,2023-08-18 08:54:47,markazi,house-apartment-for-rent,300.0,خانه,1.0,,230000000.0,,,,3.0
فروش کلنگی 560 متر در خ رودکی ( زرند ),,2023-08-18 08:54:47,markazi,houses-apartments-for-sale,560.0,خانه و کلنگی,3.0,,,,,,
رهن و اجاره واحد 95 متری,,2023-08-18 08:54:47,markazi,house-apartment-for-rent,95.0,آپارتمان,2.0,,200000000.0,2700000.0,,,12.0
طبقه همکف از دوطبقه,,2023-08-18 08:54:47,markazi,house-apartment-for-rent,78.0,خانه,1.0,,70000000.0,1300000.0,,,4.0
مسکن مهر/3خوابه/تخلیه,,2023-08-18 08:54:47,markazi,house-apartment-for-rent,105.0,آپارتمان,3.0,True,150000000.0,7000000.0,True,True,11.0
آپارتمان 85 متری هپکو,,2023-08-18 08:54:47,markazi,house-apartment-for-rent,85.0,آپارتمان,1.0,,200000000.0,2500000.0,,True,12.0
رهن آپارتمان نوساز مرکزشهر,,2023-08-18 08:54:47,markazi,house-apartment-for-rent,130.0,آپارتمان,2.0,True,350000000.0,,True,,
آپارتمان 115متری,,2023-08-18 08:54:47,markazi,house-apartment-for-rent,115.0,آپارتمان,2.0,,200000000.0,5000000.0,True,True,6.0
118 متر نوساز شهرک قایم,,2023-08-18 08:54:47,markazi,house-apartment-for-rent,118.0,آپارتمان,2.0,,200000000.0,5500000.0,True,,1.0
رهن و اجاره خانه یک طبقه از دو طبقه در خیابان عبدالهادی,,2023-08-18 08:54:47,markazi,house-apartment-for-rent,120.0,خانه,2.0,True,200000000.0,4000000.0,,True,12.0
جهرم آپارتمان 120 دستگاه پتروشیمی نگهبانی 24ساعته جای سرسبز,,2023-08-18 08:54:47,markazi,house-apartment-for-rent,135.0,آپارتمان,3.0,,150000000.0,5000000.0,,True,27.0
زیر زمین 100متری حافظیه بدون صاحبخانه,,2023-08-18 08:54:47,markazi,house-apartment-for-rent,100.0,خانه,1.0,,200000000.0,,,True,12.0
110 متر خیابان امام,,2023-08-18 08:54:48,markazi,house-apartment-for-rent,110.0,آپارتمان,2.0,,100000000.0,8000000.0,,,4.0
دنبال خونه ام(متراژ 25 تا 50 متر),,2023-08-18 08:54:48,markazi,house-apartment-for-rent,25.0,آپارتمان,0.0,,20000000.0,1500000.0,,,12.0
رهن کامل واحد 80 متری دو خواب,,2023-08-18 08:54:48,markazi,house-apartment-for-rent,80.0,آپارتمان,2.0,True,200000000.0,,,True,12.0
اجاره آپارتمان 155 متری مامونیه,,2023-08-18 08:54:48,markazi,house-apartment-for-rent,155.0,آپارتمان,2.0,True,400000000.0,,True,,4.0
اجاره 130متر آپارتمان نوساز,,2023-08-18 08:54:48,markazi,house-apartment-for-rent,130.0,آپارتمان,2.0,True,290000000.0,1000000.0,True,True,
اپارتمان 110متری هپکو,,2023-08-18 08:54:48,markazi,house-apartment-for-rent,110.0,آپارتمان,2.0,True,450000000.0,,True,True,2.0
آپارتمان 200 شیک وبازسازی شده خ پانزده خرداد,,2023-08-18 08:54:48,markazi,house-apartment-for-rent,200.0,آپارتمان,3.0,True,500000000.0,9000000.0,,True,27.0
خانه یا اتاق کوچک برای اجاره,,2023-08-18 08:54:48,markazi,house-apartment-for-rent,20.0,خانه,0.0,,15000000.0,1000000.0,,,12.0
دنبال آپارتمان رهن کامل,,2023-08-18 08:54:48,markazi,house-apartment-for-rent,70.0,آپارتمان,2.0,True,200000000.0,,True,True,6.0
رهن کامل واحد 70 متری در حد نوساز,,2023-08-18 08:54:48,markazi,house-apartment-for-rent,70.0,آپارتمان,1.0,True,250000000.0,,True,True,4.0
نیازمند رهن و اجاره خانه ویلایی,,2023-08-18 08:54:48,gilan,house-apartment-for-rent,50.0,خانه,1.0,,50000000.0,2000000.0,,,16.0
اجاره آپارتمان 30 متر در شهرک صبا,,2023-08-18 08:54:48,gilan,house-apartment-for-rent,30.0,آپارتمان,0.0,,180000000.0,,,,2.0
اجاره آپارتمان 75 متر در بلوار انصاری,,2023-08-18 08:54:48,gilan,house-apartment-for-rent,75.0,آپارتمان,2.0,True,150000000.0,4000000.0,,True,10.0
خونه میخوام با پول پیش 10 اجاره ماهی 6 تومن,,2023-08-18 08:54:48,gilan,house-apartment-for-rent,65.0,خانه,2.0,,10000000.0,6000000.0,,,
خانه اجاره ای,,2023-08-18 08:54:48,gilan,house-apartment-for-rent,100.0,خانه,2.0,True,80000000.0,3000000.0,,True,12.0
خانه دربستی با حیات,,2023-08-18 08:54:49,gilan,house-apartment-for-rent,100.0,خانه,1.0,,40000000.0,3000000.0,,,
سوییت اپارتمان 55متری راه جدا,,2023-08-18 08:54:49,gilan,house-apartment-for-rent,55.0,آپارتمان,2.0,,300000000.0,,,,8.0
متقاضی خانه یا انباری,,2023-08-18 08:54:49,gilan,house-apartment-for-rent,30.0,آپارتمان,0.0,,500000.0,1000000.0,,,1.0
اجاره ویلایی60متری,,2023-08-18 08:54:49,gilan,house-apartment-for-rent,60.0,خانه,1.0,,190000000.0,,,,14.0
رهن و اجاره 80متر آپارتمان,,2023-08-18 08:54:49,gilan,house-apartment-for-rent,80.0,آپارتمان,2.0,True,350000000.0,3000000.0,,True,10.0
خانه روستایی واقع در گیلان،فومن دارای 700مترزمین،70 متر بنا,,2023-08-18 08:54:49,gilan,house-apartment-for-rent,700.0,خانه,1.0,True,150000000.0,7000000.0,,True,29.0
اجاره واحد نوساز 78متر باپارکینگ فول استانه احرار قابل تبدیل,,2023-08-18 08:54:49,gilan,house-apartment-for-rent,78.0,آپارتمان,2.0,True,300000000.0,3000000.0,,,4.0
رهن آپارتمان کلیدنخورده اول فلسطین باپارکینگ و انباری و پکیج,,2023-08-18 08:54:49,gilan,house-apartment-for-rent,65.0,آپارتمان,1.0,True,300000000.0,,,True,
اجاره آپارتمان 180 متر در بلوار سعدی,,2023-08-18 08:54:49,gilan,house-apartment-for-rent,180.0,آپارتمان,3.0,True,700000000.0,,True,,7.0
رهن آپارتمان 75 متری در جاده چمخاله,,2023-08-18 08:54:49,gilan,house-apartment-for-rent,75.0,آپارتمان,2.0,True,300000000.0,,,,6.0
آپارتمان2خوابه،پارکینگ+انباری+تراس90متر,,2023-08-18 08:54:49,gilan,house-apartment-for-rent,90.0,آپارتمان,2.0,True,100000000.0,4000000.0,,True,14.0
اجاره آپارتمان 109 متر در مرکز شهر,,2023-08-18 08:54:50,gilan,house-apartment-for-rent,109.0,آپارتمان,3.0,True,500000000.0,4500000.0,True,,1.0
اجاره آپارتمان 89 متر در شهرک انصاری,,2023-08-18 08:54:50,gilan,house-apartment-for-rent,86.0,آپارتمان,2.0,True,400000000.0,,True,True,5.0
اجاره آپارتمان 120 متر در مرکز شهر,,2023-08-18 08:54:50,gilan,house-apartment-for-rent,120.0,آپارتمان,3.0,True,200000000.0,6000000.0,,,7.0
اجاره ویلا 250 متر در مرکز شهر,,2023-08-18 08:54:50,gilan,house-apartment-for-rent,217.0,ویلا,4.0,True,800000000.0,,,True,4.0
اجاره آپارتمان 94 متر در مرکز شهر,,2023-08-18 08:54:50,gilan,house-apartment-for-rent,94.0,آپارتمان,2.0,True,350000000.0,3500000.0,True,True,1.0
آپارتمان بلوار امام حسین,,2023-08-18 08:54:50,gilan,house-apartment-for-rent,67.0,آپارتمان,2.0,True,330000000.0,,True,True,9.0
دوخواب خزر 6 نزدیک استخر,,2023-08-18 08:54:50,gilan,house-apartment-for-rent,90.0,آپارتمان,2.0,True,550000000.0,300000.0,,True,11.0
اجاره آپارتمان 73 متر در شیخ زاهد,,2023-08-18 08:54:50,gilan,house-apartment-for-rent,73.0,آپارتمان,2.0,True,300000000.0,9000000.0,,True,4.0
اجاره آپارتمان 93 متر در شیخ زاهد,,2023-08-18 08:54:50,gilan,house-apartment-for-rent,93.0,آپارتمان,2.0,True,400000000.0,6000000.0,,,1.0
اجاره آپارتمان 75 متر در گلستان 17,,2023-08-18 08:54:50,gilan,house-apartment-for-rent,75.0,آپارتمان,2.0,True,350000000.0,6000000.0,,True,5.0
رهن آپارتمان 88 متری در پیام نور,,2023-08-18 08:54:50,gilan,house-apartment-for-rent,88.0,آپارتمان,2.0,True,400000000.0,,True,True,9.0
اجاره آپارتمان 77 متر بلوار گیلان,,2023-08-18 08:54:50,gilan,house-apartment-for-rent,77.0,آپارتمان,2.0,True,500000000.0,5000000.0,True,True,9.0
اجاره آپارتمان 60mواقع در بلوارشوراء72تن,,2023-08-18 08:54:50,gilan,house-apartment-for-rent,65.0,آپارتمان,2.0,True,100000000.0,5000000.0,,True,11.0
فروش آپارتمان 75 متر در جاده چمخاله,2000000000.0,2023-08-18 08:54:50,gilan,houses-apartments-for-sale,75.0,آپارتمان,2.0,True,,,,,2.0
اجاره آپارتمان 145 متر در امام رضا,,2023-08-18 08:54:50,gilan,house-apartment-for-rent,145.0,آپارتمان,3.0,True,1200000000.0,15000000.0,True,True,8.0
فروش آپارتمان 50 متر در بلوار سعدی,1350000000.0,2023-08-18 08:54:51,gilan,houses-apartments-for-sale,50.0,آپارتمان,1.0,,,,,,4.0
فروش آپارتمان 65 متر در سرچشمه,1800000000.0,2023-08-18 08:54:51,gilan,houses-apartments-for-sale,65.0,آپارتمان,2.0,True,,,,True,1.0
فروش آپارتمان 95 متر در شهرک انصاری,2100000000.0,2023-08-18 08:54:51,gilan,houses-apartments-for-sale,95.0,آپارتمان,2.0,True,,,,True,12.0
85 متری در مرکزشهر,2500000000.0,2023-08-18 08:54:51,gilan,houses-apartments-for-sale,85.0,خانه و کلنگی,2.0,True,,,,True,22.0
88 متری عطاآفرین طبقه اول,2500000000.0,2023-08-18 08:54:51,gilan,houses-apartments-for-sale,88.0,آپارتمان,2.0,True,,,,True,20.0
خانه مسکونی 800متری دیلمان,1400000000.0,2023-08-18 08:54:51,gilan,houses-apartments-for-sale,800.0,خانه و کلنگی,2.0,True,,,,True,23.0
124 متری در جاده کلدره,2000000000.0,2023-08-18 08:54:51,gilan,houses-apartments-for-sale,124.0,خانه و کلنگی,3.0,True,,,,True,16.0
فروش فوری اپارتمان110متری,2430000000.0,2023-08-18 08:54:51,gilan,houses-apartments-for-sale,110.0,آپارتمان,2.0,True,,,,True,5.0
فروش آپارتمان 65 متر در بلوار ولیعصر,1950000000.0,2023-08-18 08:54:52,gilan,houses-apartments-for-sale,65.0,آپارتمان,2.0,True,,,True,True,
فروش آپارتمان 73 متر در شهرک انصاری,1830000000.0,2023-08-18 08:54:52,gilan,houses-apartments-for-sale,73.0,آپارتمان,2.0,,,,True,True,7.0
فروش واحد 74 متری مشترک نوساز خیابان صنایع پرکار,,2023-08-18 08:54:52,gilan,houses-apartments-for-sale,74.0,آپارتمان,2.0,True,,,,True,
فروش سوئیت مستقل 71 متر در کیاموسوی لاهیجان,2350000000.0,2023-08-18 08:54:52,gilan,houses-apartments-for-sale,71.0,آپارتمان,2.0,True,,,,,10.0
فروش آپارتمان 101 متر در شهرک انصاری,,2023-08-18 08:54:52,gilan,houses-apartments-for-sale,101.0,آپارتمان,2.0,True,,,True,True,
آپارتمان 135 متر دوبلکس جاده چمخاله,,2023-08-18 08:54:52,gilan,houses-apartments-for-sale,135.0,آپارتمان,3.0,True,,,,True,5.0
فروش آپارتمان 127 متر بلوار امینیان,4100000000.0,2023-08-18 08:54:52,gilan,houses-apartments-for-sale,127.0,آپارتمان,3.0,True,,,,,
فروش آپارتمان 112 متری بلوار گیلان رشت,6200000000.0,2023-08-18 08:54:52,gilan,houses-apartments-for-sale,112.0,آپارتمان,2.0,True,,,True,True,10.0
همکف 52 متر در جاده لاهیجان,1300000000.0,2023-08-18 08:54:52,gilan,houses-apartments-for-sale,52.0,آپارتمان,1.0,,,,,True,17.0
فروش آپارتمان 98 متر در مرکز شهر,2500000000.0,2023-08-18 08:54:52,gilan,houses-apartments-for-sale,98.0,آپارتمان,2.0,,,,True,True,8.0
فروش واحد 150 متر با ویوی ابدی در لنگرود,,2023-08-18 08:54:52,gilan,houses-apartments-for-sale,150.0,آپارتمان,3.0,True,,,True,True,1.0
فروش واحد مستقل 105 متر در لنگرود,,2023-08-18 08:54:52,gilan,houses-apartments-for-sale,105.0,آپارتمان,3.0,True,,,,True,1.0
فروش آپارتمان 110 متر در بلوارآزادگان,3700000000.0,2023-08-18 08:54:53,gilan,houses-apartments-for-sale,110.0,آپارتمان,2.0,True,,,,True,
فروش واحد لوکس 132 متر در لنگرود,,2023-08-18 08:54:53,gilan,houses-apartments-for-sale,132.0,آپارتمان,2.0,True,,,True,True,1.0
فروش آپارتمان 72 متر در مرکز شهر,2200000000.0,2023-08-18 08:54:53,gilan,houses-apartments-for-sale,72.0,آپارتمان,2.0,True,,,,,8.0
فروش واحد 360 متری در لنگرود,,2023-08-18 08:54:53,gilan,houses-apartments-for-sale,166.0,آپارتمان,2.0,True,,,True,True,14.0
فروش واحد 127 متری واقع در خیابان تهران,,2023-08-18 08:54:53,gilan,houses-apartments-for-sale,127.0,آپارتمان,3.0,True,,,True,,2.0
فروش آپارتمان 66 متر در بلوار معین,2000000000.0,2023-08-18 08:54:53,gilan,houses-apartments-for-sale,66.0,آپارتمان,2.0,True,,,,True,6.0
فروش آپارتمان 97 متر در جاده چمخاله,2900000000.0,2023-08-18 08:54:53,gilan,houses-apartments-for-sale,97.0,آپارتمان,2.0,True,,,,,
فروش آپارتمان 87 متری سند دار در پیام نور-مجتمع یاس,2250000000.0,2023-08-18 08:54:53,gilan,houses-apartments-for-sale,87.0,آپارتمان,2.0,True,,,True,True,11.0
130 متری ویلایی شهرک رسالت,,2023-08-18 08:54:53,golestan,house-apartment-for-rent,130.0,خانه,2.0,True,500000000.0,9000000.0,,True,4.0
خونه ویلایی تمیز,,2023-08-18 08:54:53,golestan,house-apartment-for-rent,100.0,خانه,1.0,,1000000.0,,,True,8.0
80مترآپارتمان طبقه 2,,2023-08-18 08:54:54,golestan,house-apartment-for-rent,80.0,آپارتمان,2.0,,250000000.0,,True,,18.0
آپارتمان اجاره ای125 متر,,2023-08-18 08:54:54,golestan,house-apartment-for-rent,125.0,آپارتمان,2.0,True,,,,,22.0
خانه ویلایی 230 متر در روستای هاشم آباد,,2023-08-18 08:54:54,golestan,house-apartment-for-rent,230.0,ویلا,1.0,True,70000000.0,1500000.0,,True,15.0
رهن و اجاره یک واحد آپارتمان مسکن مهر,,2023-08-18 08:54:54,golestan,house-apartment-for-rent,75.0,آپارتمان,1.0,True,70000000.0,100000.0,,True,12.0
120 متری گلشهر,,2023-08-18 08:54:54,golestan,house-apartment-for-rent,120.0,آپارتمان,2.0,True,350000000.0,4800000.0,,True,11.0
اجاره آپارتمان,,2023-08-18 08:54:54,golestan,house-apartment-for-rent,95.0,آپارتمان,2.0,,150000000.0,1500000.0,,True,5.0
اجاره خونه ویلایی دارای 4اتاق دوبلکس 140متر,,2023-08-18 08:54:54,golestan,house-apartment-for-rent,140.0,خانه,4.0,True,180000000.0,500000.0,,True,7.0
متقاضی اجاره خانه یا آپارتمان نقلی 60 متر,,2023-08-18 08:54:54,golestan,house-apartment-for-rent,60.0,خانه,1.0,,10000000.0,2000000.0,,,12.0
متقاضی خونه یا اپارتمان اجاره ای,,2023-08-18 08:54:54,golestan,house-apartment-for-rent,70.0,آپارتمان,1.0,,20000000.0,2000000.0,,,
اجاره خانه ویلایی دربست 130 متر در گنبدکاووس,,2023-08-18 08:54:54,golestan,house-apartment-for-rent,130.0,خانه,3.0,True,260000000.0,1000000.0,,True,25.0
بلوار ناهار خوران 90 متر خوش نقشه,,2023-08-18 08:54:54,golestan,house-apartment-for-rent,90.0,آپارتمان,2.0,True,200000000.0,12000000.0,True,True,8.0
